HOU,1,1,15:00,HTX 15,3:55,85,Touchdown
HOU,2,1,9:53,HTX 37,1:30,-3,Punt
HOU,3,1,7:21,HTX 38,1:27,-3,Interception
HOU,4,1,4:07,HTX 4,2:25,51,Punt
HOU,5,2,13:56,HTX 33,2:45,67,Touchdown
HOU,6,2,8:30,HTX 20,4:09,34,Punt
HOU,7,2,0:14,NYJ 9,0:14,0,Field Goal
HOU,8,3,12:33,HTX 6,7:42,70,Field Goal
HOU,9,3,4:38,NYJ 46,4:25,42,Field Goal
HOU,10,4,11:55,HTX 11,1:56,-1,Punt
HOU,11,4,6:29,HTX 15,3:01,26,Punt
HOU,12,4,1:51,NYJ 42,1:47,-5,Punt
NYJ,1,1,11:05,NYJ 13,1:12,8,Punt
NYJ,2,1,8:23,NYJ 28,1:02,0,Punt
NYJ,3,1,5:54,NYJ 43,1:47,57,Touchdown
NYJ,4,1,1:42,NYJ 15,2:46,12,Punt
NYJ,5,2,11:11,NYJ 29,2:41,10,Punt
NYJ,6,2,4:21,NYJ 7,4:07,81,Interception
NYJ,7,3,15:00,NYJ 25,2:27,8,Punt
NYJ,8,3,4:51,None,0:13,0,Touchdown
NYJ,9,3,0:13,NYJ 28,3:18,69,Field Goal
NYJ,10,4,9:59,NYJ 42,3:30,18,Punt
NYJ,11,4,3:28,NYJ 16,1:37,16,Interception
NYJ,12,4,0:04,NYJ 9,0:04,0,End of Game
