HOU,1,1,15:00,HTX 24,3:13,45,Field Goal
HOU,2,1,7:27,HTX 20,5:22,80,Touchdown
HOU,3,1,0:36,HTX 6,2:55,94,Touchdown
HOU,4,2,12:25,MIA 28,0:41,28,Touchdown
HOU,5,2,10:16,HTX 36,5:51,60,Field Goal
HOU,6,2,0:07,HTX 45,0:07,-1,End of Half
HOU,7,3,10:10,HTX 20,2:57,36,Interception
HOU,8,3,5:52,HTX 44,2:35,8,Punt
HOU,9,4,14:53,HTX 10,2:52,21,Punt
HOU,10,4,9:25,HTX 22,3:06,19,Punt
HOU,11,4,5:08,HTX 23,0:29,4,Punt
HOU,12,4,2:30,MIA 41,2:30,12,End of Game
MIA,1,1,11:47,MIA 24,4:20,28,Punt
MIA,2,1,2:05,MIA 20,1:29,9,Punt
MIA,3,2,12:41,MIA 27,0:16,0,Interception
MIA,4,2,11:44,MIA 25,1:28,-1,Punt
MIA,5,2,4:25,MIA 30,4:18,61,Field Goal
MIA,6,3,15:00,MIA 21,4:50,79,Touchdown
MIA,7,3,7:13,HTX 33,1:21,-3,Missed FG
MIA,8,3,3:17,MIA 11,3:24,33,Punt
MIA,9,4,12:01,MIA 26,2:36,74,Touchdown
MIA,10,4,6:19,MIA 16,1:11,5,Punt
MIA,11,4,4:39,MIA 22,2:09,58,Field Goal
